,Fire_area,House_loss,Life_loss,Road_loss,Power_loss,TFI_burnt
0,0.9999999999999999,1.0,1.0,1.0,1.0,0.0
1,0.7747548081890275,0.9119773157361537,0.8357209931399808,0.7643457447700617,0.680240719659252,0.35772495070624866
2,0.5687999799947491,0.6728609071856,0.630550727479143,0.5274345784975136,0.4733591857928946,0.5742025288562339
3,0.4264453762008301,0.7978109551449339,0.7650327502739608,0.3820078988858731,0.29842927307737177,0.6343300457406073
4,0.2888928953852774,0.6100892939829272,0.5967611550975612,0.21888538108649053,0.22006426100301968,0.8264533696113373
5,0.12890513789792513,0.5189122429430366,0.44837319880096993,0.09570695259486922,0.10190624049029184,0.7869307466662329
6,0.03544509607865498,0.606510779892435,0.539497846770172,0.03320956958252419,0.055011840928312905,0.6475930215413296
7,0.991987243676736,0.9471988266443492,0.8935313747109507,0.9940050188503928,0.9831490098242496,0.03232043386536332
8,0.7744277872785638,0.8607302171955875,0.8027247014322471,0.7604203228676458,0.6580686856603767,0.3982757363520425
9,0.5570845298013486,0.6481511670217992,0.6550536894070343,0.5204329316200653,0.46913458538415453,0.6332350239700179
10,0.4302847296021849,0.7431587443554659,0.7310260989046881,0.37629927057385043,0.2825580641670995,0.6980397451024715
11,0.27833998688135686,0.61743971143202,0.5884346815138768,0.2135278803870963,0.21430972382534053,0.8616825376547458
12,0.11957479268142768,0.4897911961332378,0.3911526727822533,0.09112283361346551,0.09743784261779787,0.8131697398544798
13,0.03171213208349266,0.535093816336893,0.5301886130339019,0.02972577670196691,0.05142987837650437,0.6899894287481049
14,0.9965736240722266,0.8974322196202431,0.9323169310198699,0.9919976029281712,0.9970399920080665,0.05366804475199349
15,0.7786935066580499,0.7632282620090913,0.7195018514068222,0.7567337155214837,0.6625504606224938,0.42238797161356156
16,0.565512435507708,0.6036950549749518,0.5612826026960238,0.5227259014076844,0.4574188042137691,0.6323145878795419
17,0.43119811175416445,0.6979313181101152,0.6646692640686299,0.37342540779009464,0.2899465692912986,0.6866674284418482
18,0.28784165407930595,0.5606810209869746,0.5884532545373812,0.2097615919087255,0.20482666018493234,0.8587082189558296
19,0.12756867260516835,0.47574030602971,0.4391327409991561,0.08766886262177825,0.09146587314804411,0.8135931644144697
20,0.040191890674570296,0.502474494085253,0.44583362391238757,0.020587157045980187,0.04585128445795417,0.6789973077066008
21,0.9783950570197794,0.8698532607472103,0.969433384030678,0.9769074560439861,0.9703457986445182,0.09842845496841646
22,0.7554641256657592,0.7132233700906756,0.6312942040231061,0.7474281754257397,0.6490063746073239,0.4774334961639891
23,0.5436988721259438,0.5731900152121492,0.570652242759088,0.5109250209304055,0.4487262795109467,0.6906694404883985
24,0.4244122896870265,0.7056313392172144,0.6443742850918216,0.36299261966107926,0.27553864552070784,0.7585491427546086
25,0.2708510429700677,0.6018658086723327,0.6000133366655765,0.20017178411215414,0.1955161313795748,0.9043547402768225
26,0.10987178329512726,0.5123847760426157,0.4886666285332173,0.08227189269810303,0.08137609707415616,0.8586350074426804
27,0.033742291706868266,0.47560337226503674,0.4606197340026117,0.0203143999145613,0.031464142142645146,0.7276033621130668
28,0.9658834534085351,0.777277487716028,0.7884043662240018,0.967793747096644,0.9741572942773619,0.15153691387933588
29,0.7433809043633869,0.5853811732924659,0.5959632613103044,0.7318238511882871,0.6436064002980552,0.5217932524463923
30,0.5480999975627324,0.585708117412713,0.5840428153506654,0.49620230491773004,0.437277336513456,0.7349172554109119
31,0.4032184920296885,0.4737136046087926,0.45862768621957994,0.3483441232007503,0.2543991956678301,0.7778040283910922
32,0.25208897757978677,0.43082155513777315,0.42313182812310435,0.19090226303269137,0.19197107095908683,0.9449374294227809
33,0.09828331219950215,0.3970734643790658,0.4377692262048478,0.06801945262556292,0.07038597097411947,0.8834572211619017
34,0.010683689359464399,0.4033025925490858,0.3831474540679911,0.00933375925448171,0.020169898277060394,0.7591750293488037
35,0.933911146479749,0.10104492183073277,0.04604081963175677,0.9508993517927011,0.9436446117967469,0.21156465753405806
36,0.735191482344619,0.07211066997672766,0.03086743161340394,0.7181408746451141,0.6251769917806128,0.5562949301611056
37,0.529854442862664,0.06730716289357885,0.024793770213742405,0.4872483535180075,0.4184426530599542,0.7511972085663409
38,0.3784678429504512,0.06332488006971515,0.018951361077283402,0.3401185376928934,0.25119962359792136,0.7890588964567841
39,0.2404872684111986,0.03793910568657388,0.008381486893571766,0.1769248362143136,0.18621148652317765,0.9511236817677245
40,0.0954895340783739,0.02343586955586402,0.004355365182583948,0.06393690323933549,0.06109523939132655,0.9191944723444679
41,0.0034981423155169278,0.013494660867075625,0.0,0.004640697928871285,0.010817621455800008,0.7577725462299233
42,0.9468875217889811,0.07471772737971294,0.07773028602193999,0.9427680997164813,0.9402407188086671,0.2768545884271215
43,0.7327622453618331,0.0767881335331555,0.045443217084862264,0.71194903602205,0.6196211942419084,0.6161797188246693
44,0.5257325436371875,0.05008258289911782,0.03790235588409696,0.47687994946810147,0.41159704545788045,0.819146058641779
45,0.38202346380034347,0.03840109817619414,0.02165969865127043,0.33703019875265,0.24313807417161326,0.8279837843411476
46,0.2538629333527588,0.023275202304898823,0.013251869520079063,0.17626509595100553,0.18190563355561773,1.0
47,0.10519759051880595,0.009001216693570346,0.011273589273286866,0.058101829542694605,0.054430527530000994,0.947818786939098
48,0.0,0.0,0.0019871563999620534,0.0,0.0,0.8026923775977001
